host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_listings_in_sample,host_verifications,host_has_profile_pic,host_identity_verified
271482,Mia,2010-10-26,"El Segundo, California, United States",,,False,El Segundo,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
281706,Ish,2010-11-08,"Los Angeles, California, United States",within a few hours,100.0,False,Mar Vista,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
281910,Harley,2010-11-09,"Los Angeles, California, United States",within a few hours,88.0,False,Arts District,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
283146,Jean Pierre & Eloisa,2010-11-10,"Torrance, California, United States",within an hour,100.0,True,Torrance,2.0,2,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
283229,Beautiful L.A.,2010-11-10,"Los Angeles, California, United States",within an hour,100.0,True,Westlake,2.0,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
288031,Leslie,2010-11-15,"Angels Camp, California, United States",within an hour,100.0,True,Midtown East,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
289837,Sohrab,2010-11-17,"Los Angeles, California, United States",,,False,Mid-City,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
294390,Rene,2010-11-21,"Los Angeles, California, United States",within a few hours,100.0,False,Mid-Wilshire,3.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
295947,Rebecca And Jason,2010-11-22,"Redondo Beach, California, United States",within an hour,100.0,False,Redondo Beach,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
298123,Michael,2010-11-24,"Los Angeles, California, United States",within a few hours,100.0,True,Venice,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
301944,Alanna Lin,2010-11-27,"Los Angeles, California, United States",within a few hours,89.0,False,East Los Angeles,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
303143,Joy,2010-11-28,"Los Angeles, California, United States",within an hour,100.0,True,La Mirada,1.0,1,"['email', 'phone', 'reviews']",True,False
303582,Fleur,2010-11-29,"Los Angeles, California, United States",within a day,100.0,False,West Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
304070,Mj,2010-11-29,"Los Angeles, California, United States",within an hour,100.0,False,San Pedro,2.0,2,"['email', 'phone', 'jumio']",True,False
308242,Roger,2010-12-03,"Los Angeles, California, United States",within an hour,100.0,True,North Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
309512,Vincenzo,2010-12-04,"Los Angeles, California, United States",within an hour,100.0,True,Hollywood Hills,4.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
309536,Renae,2010-12-04,"Calabasas, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
312185,Ashley,2010-12-07,"Los Angeles County, California, United States",,,False,Venice,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
321936,Maryam,2010-12-18,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood Hills,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
323367,Renata,2010-12-20,"Marina del Rey, California, United States",within a few hours,100.0,False,Del Rey,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
323661,Michele,2010-12-20,US,within an hour,100.0,False,Westchester/Playa Del Rey,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
324967,Dan,2010-12-22,"Los Angeles, California, United States",within a few hours,100.0,False,Westlake,51.0,3,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
326360,Jill,2010-12-24,"New York, New York, United States",within a day,79.0,False,West Village,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
327642,Monique,2010-12-26,"Santa Monica, California, United States",,,False,Santa Monica,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
331650,Leigh,2010-12-31,"Los Angeles, California, United States",within an hour,100.0,False,Silver Lake,1.0,1,"['email', 'phone', 'reviews']",True,False
334198,Karen,2011-01-03,"Culver City, California, United States",within an hour,100.0,True,Brentwood,5.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
337373,Nicole,2011-01-06,"Culver City, California, United States",within a few hours,100.0,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",True,True
342635,Bir,2011-01-10,United States,within a few hours,100.0,False,West Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
344670,Luke,2011-01-12,"Los Angeles, California, United States",within an hour,100.0,False,South Robertson,1.0,1,"['email', 'phone', 'linkedin', 'jumio', 'government_id']",True,True
351521,Sterling,2011-01-17,"Los Angeles, California, United States",within a few hours,100.0,False,Mid-City,1.0,1,"['email', 'phone', 'reviews']",True,False
356452,Anthony,2011-01-21,"Los Angeles, California, United States",within a day,100.0,False,Downtown,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
358577,Victoria,2011-01-23,Singapore,within a few hours,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
361961,Breeze,2011-01-25,"New Orleans, Louisiana, United States",within a few hours,100.0,True,Waianae Coast,5.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
363979,Daylan,2011-01-26,"Santa Monica, California, United States",,,False,Venice,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'work_email']",True,False
366343,Boaz,2011-01-28,"Los Angeles, California, United States",within an hour,100.0,True,South Robertson,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
370874,Vanessa,2011-01-31,"Los Angeles, California, United States",,,False,Mar Vista,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
375925,Judalon,2011-02-03,"Los Angeles, California, United States",within an hour,100.0,True,Mid-City,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
376796,Marco,2011-02-04,"Los Angeles, California, United States",within an hour,100.0,True,West Hollywood,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
377655,Deborah,2011-02-05,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone']",True,False
381538,Candis,2011-02-07,"Los Angeles, California, United States",within an hour,67.0,True,Lake Balboa,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
387268,Paula,2011-02-11,"Topanga, California, United States",within a few hours,100.0,True,Topanga,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
388919,Lindsey & Brett,2011-02-12,"Los Angeles, California, United States",within a few hours,96.0,True,Venice,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
389657,Lia + Garry,2011-02-13,"Pasadena, California, United States",within an hour,100.0,True,Pasadena,3.0,3,"['email', 'phone', 'reviews', 'kba']",True,True
394279,Zeev,2011-02-16,"Los Angeles, California, United States",within an hour,100.0,True,Encino,1.0,1,"['email', 'phone', 'reviews']",True,False
415292,Sharon,2011-02-28,"Los Angeles, California, United States",,,False,Venice,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
417640,Jen,2011-03-01,"New York, New York, United States",,,False,Los Feliz,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
424011,Joe,2011-03-05,"Los Angeles, California, United States",within an hour,100.0,True,Elysian Valley,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
424231,Roxanne,2011-03-05,"Pasadena, California, United States",,,False,,1.0,1,"['email', 'phone', 'reviews']",True,False
429011,Gregory,2011-03-07,"Los Angeles, California, United States",within an hour,100.0,False,Mid-Wilshire,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
431092,Laura,2011-03-08,"Pasadena, California, United States",,,False,Pasadena,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
436265,Chris Paine,2011-03-11,"Culver City, California, United States",within an hour,100.0,True,Culver City,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
438174,Kazandra,2011-03-12,"Los Angeles, California, United States",,,False,Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
450683,Ryann,2011-03-19,"Los Angeles, California, United States",within a few hours,100.0,False,Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
463812,Dawn,2011-03-26,"Los Angeles, California, United States",within an hour,100.0,False,North Hills East,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
465624,Angie,2011-03-27,"Los Angeles, California, United States",within a few hours,96.0,False,Mid-Wilshire,16.0,5,"['email', 'phone', 'reviews', 'jumio']",True,True
466662,Natalie,2011-03-27,"Los Angeles, California, United States",within an hour,100.0,False,Mid-Wilshire,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
466847,Heather,2011-03-27,"Los Angeles County, California, United States",within an hour,100.0,False,Sunland/Tujunga,6.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
467603,Rani,2011-03-28,"Malibu, California, United States",within a few hours,98.0,False,Laurel Canyon,5.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
472638,Crystal,2011-03-30,"West Hollywood, California, United States",within a few hours,100.0,False,Hollywood,1.0,1,"['email', 'phone', 'jumio']",True,False
476052,Jodi And Jason,2011-03-31,"Los Angeles, California, United States",within a few hours,98.0,True,Echo Park,6.0,4,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
476379,Lisa,2011-04-01,"Los Angeles, California, United States",,,False,Echo Park,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
477273,Carolyn,2011-04-01,"Pasadena, California, United States",within an hour,100.0,True,Pasadena,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
479903,Stefania,2011-04-02,"Los Angeles, California, United States",within a few hours,100.0,False,Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
479935,Lulu,2011-04-02,"Santa Monica, California, United States",within a few hours,88.0,False,Santa Monica,1.0,1,"['email', 'phone', 'reviews']",True,False
487855,Perla,2011-04-06,"New York, New York, United States",within a day,50.0,False,South LA,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
489660,Katrina,2011-04-06,"West Hollywood, California, United States",,,False,West Hollywood,1.0,1,"['email', 'phone', 'facebook', 'kba']",True,True
490287,Allison,2011-04-06,"Los Angeles, California, United States",within a day,67.0,False,Atwater Village,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
498585,Paul,2011-04-10,"Los Angeles, California, United States",within a day,70.0,False,West Hollywood,2.0,1,"['email', 'phone', 'google', 'reviews', 'kba', 'work_email']",True,True
502882,Lou,2011-04-12,"Los Angeles, California, United States",,,False,Montecito Heights,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
503403,Edgar,2011-04-12,"Los Angeles, California, United States",within a few hours,100.0,False,Hollywood,5.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
506809,Ky,2011-04-13,"Los Angeles, California, United States",within a few hours,100.0,False,Woodland Hills/Warner Center,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
510850,Yasmina,2011-04-15,"Los Angeles, California, United States",within a few hours,100.0,False,Baldwin Hills,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
515469,Kelly,2011-04-17,"Los Angeles, California, United States",,,False,Venice,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
520438,Eric,2011-04-19,"Los Angeles, California, United States",within a day,100.0,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
523903,Michelle,2011-04-20,"Los Angeles, California, United States",within an hour,100.0,False,Echo Park,2.0,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
532688,Rodney,2011-04-24,"Los Angeles, California, United States",,,False,Valley Glen,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
535082,Stephanie,2011-04-25,"Los Angeles, California, United States",within a few hours,100.0,True,,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
535313,Beth,2011-04-25,"Los Angeles, California, United States",within an hour,100.0,False,Silver Lake,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
535622,Alicia,2011-04-26,"Los Angeles, California, United States",,,False,Highland Park,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
543973,Silvester,2011-04-29,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood Hills,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
547509,Jazmine,2011-04-30,"Torrance, California, United States",a few days or more,0.0,False,Alondra Park,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
550078,Darrell E,2011-05-02,"Los Angeles, California, United States",within a day,93.0,False,Echo Park,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
552501,Tom,2011-05-02,"Los Angeles, California, United States",within an hour,73.0,False,Lincoln Heights,3.0,2,"['email', 'phone', 'reviews']",True,False
557550,Diana,2011-05-04,"Los Angeles, California, United States",a few days or more,17.0,False,Sherman Oaks,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
561454,Barbara,2011-05-05,"Los Angeles, California, United States",,,False,Eagle Rock,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
565212,Jerry,2011-05-07,"Los Angeles, California, United States",within a few hours,100.0,True,Pacific Palisades,3.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
566309,Gabrielle,2011-05-08,"Topanga, California, United States",,,False,Topanga,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
568006,Kate,2011-05-08,"From London England, currently living back & forth between London & LA.",,,False,Los Feliz,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
571910,Ismail,2011-05-09,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
572782,Mark,2011-05-10,"Los Angeles, California, United States",within a day,79.0,False,Hollywood,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
572870,Betty,2011-05-10,"Pasadena, California, United States",within an hour,100.0,False,Pasadena,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
572930,Sarah,2011-05-10,"Los Angeles, California, United States",within a day,100.0,False,Echo Park,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
574153,Nick,2011-05-10,"Los Angeles, California, United States",within an hour,100.0,False,Highland Park,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
586282,Will,2011-05-13,US,within a few hours,100.0,False,East Los Angeles,2.0,2,"['email', 'phone', 'reviews']",True,False
591673,Linda,2011-05-15,"Long Beach, California, United States",within an hour,100.0,False,Long Beach,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
592405,David,2011-05-16,"Topanga Canyon, California, United States",within an hour,100.0,False,Topanga,3.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
594520,Stephen,2011-05-16,"Los Angeles, California, United States",,,False,Hollywood,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
